Dates,Pollster,Sample,Influence,Approve,Disapprove,Net,Sample Size,Sample Type,End Date,Grade,Predictive Plus-Minus,Mean-reverted bias,Number of polls,cat,Bias,Adj_Approve,Adj_Disapprove,Adj_Net,Sample Priority,Grade Priority,Simple Grade,Recency,Recency Weight,Sample N Weight Raw,Sample N Weight,Combined Weight,Color
"2/26 - 3/4, 2025@@23804",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,47.0,4.0,1500.0,LV,2025-03-04,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,46.325,5.349999999999994,3.0,1.0,B,178,0.00558659217877095,38.72983346207417,0.5819882848043362,1.04822917888781,green
"3/1 - 3/4, 2025@@23804",YouGov,"1,638 A@@1638",0.0,48.0,46.0,2.0,1638.0,A,2025-03-04,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,47.455,46.545,0.9099999999999966,1.0,1.0,B,178,0.00558659217877095,40.47221268969612,0.5925152620999372,0.4746742379057598,green
"3/2 - 3/3, 2025@@23803",Emerson College,"1,000 RV@@1000",0.0,48.0,43.1,4.900002,1000.0,RV,2025-03-03,A-@@3,-0.56915331,D+0.65@@0.64701432,317.0,D+,0.65,47.675,43.425000000000004,4.249999999999993,2.0,1.0,A-,179,0.005555555555555556,31.622776601683793,0.5390493969768073,0.7013631598442682,green
"2/28 - 3/3, 2025@@23803",Civiqs,"1,031 RV@@1031",0.0,48.0,52.0,-4.0,1031.0,RV,2025-03-03,B@@6,0.15856202,D+2.83@@2.8278632,43.0,D+,2.83,46.585,53.415,-6.829999999999998,2.0,1.0,B,179,0.005555555555555556,32.109188716004645,0.5419881655310844,0.7051868242632221,red
"2/25 - 3/3, 2025@@23803",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,48.0,2.0,1500.0,LV,2025-03-03,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,47.325,3.3499999999999943,3.0,1.0,B,179,0.005555555555555556,38.72983346207417,0.5819882848043362,1.0482255662975877,green
"2/28 - 3/2, 2025@@23802",Morning Consult,"2,229 RV@@2229",0.0,49.0,48.0,1.0,2229.0,RV,2025-03-02,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,47.315,49.685,-2.3700000000000045,2.0,1.0,B-,180,0.0055248618784530384,47.21228653645151,0.6332369392358077,0.8239077303316725,green
"2/25 - 3/2, 2025@@23802",Public Opinion Strategies,"1,000 RV@@1000",0.0,51.0,49.0,2.0,1000.0,RV,2025-03-02,B+@@5,-0.24697377,R+1.28@@-1.2787108,80.0,R+,-1.28,51.64,48.36,3.280000000000001,2.0,1.0,B+,180,0.0055248618784530384,31.622776601683793,0.5390493969768073,0.7013598507626416,green
"2/24 - 3/2, 2025@@23802",The Justice Research Fund,"2,049 RV@@2049",0.0,47.0,50.0,-3.0,2049.0,RV,2025-03-02,,,,,,0.0,47.0,50.0,-3.0,2.0,1.0,,180,0.0055248618784530384,45.2658811910251,0.6214772921081814,0.8086071949805343,red
"2/28 - 3/1, 2025@@23801",John Zogby Strategies,"1,001 V@@1001",0.0,47.7,47.5,0.2000008,1001.0,,2025-03-01,B/C@@8,0.53317785,D+0.39@@0.38675937,4.0,D+,0.39,47.505,47.695,-0.18999999999999773,1.0,1.0,B/C,181,0.005494505494505495,31.63858403911275,0.5391449011772008,0.4319083878661312,green
"2/24 - 2/28, 2025@@23800",RMG Research,"3,000 RV@@3000",0.0,53.0,45.0,8.0,3000.0,RV,2025-02-28,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,51.375,46.625,4.75,2.0,1.0,B,182,0.00546448087431694,54.772255750516614,0.6789121992539866,0.8833278395758153,green
"2/26 - 2/28, 2025@@23800",TIPP Insights,"1,434 A@@1434",0.0,46.0,43.0,3.0,1434.0,A,2025-02-28,A-@@3,-0.57137179,R+0.07@@-0.070992939,51.0,R+,-0.07,46.035,42.965,3.069999999999993,1.0,1.0,A-,182,0.00546448087431694,37.86819245752297,0.5767824862341541,0.4620563523602568,green
"2/24 - 2/28, 2025@@23800",SSRS,"2,212 A@@2212",0.0,48.0,52.0,-4.0,2212.0,A,2025-02-28,C@@10,0.96683478,D+2.78@@2.7767856,47.0,D+,2.78,46.61,53.39,-6.780000000000001,1.0,1.0,C,182,0.00546448087431694,47.031904065219386,0.6321471178300644,0.5064085654310789,red
"2/24 - 2/28, 2025@@23800",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,48.0,2.0,1500.0,LV,2025-02-28,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,47.325,3.3499999999999943,3.0,1.0,B,182,0.00546448087431694,38.72983346207417,0.5819882848043362,1.048214965418083,green
"2/26 - 2/28, 2025@@23800",YouGov,"2,311 A@@2311",0.0,51.0,49.0,2.0,2311.0,A,2025-02-28,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,50.455,49.545,0.9099999999999966,1.0,1.0,B,182,0.00546448087431694,48.07286136688766,0.6384362962744768,0.5114467816056738,green
"2/24 - 2/27, 2025@@23799",AtlasIntel,"2,849 A@@2849",0.0,50.3,49.7,0.5999985,2849.0,A,2025-02-27,A+@@1,-0.95774031,D+0.16@@0.16334188,91.0,D+,0.16,50.22,49.78,0.4399999999999977,1.0,1.0,A+,183,0.005434782608695652,53.376024580330075,0.6704765535604688,0.5371100217109408,green
"2/24 - 2/26, 2025@@23798",Marist College,"1,694 A@@1694",0.0,45.0,49.0,-4.0,1694.0,A,2025-02-26,A-@@3,-0.43661025,D+0.52@@0.52121603,213.0,D+,0.52,44.74,49.26,-4.519999999999996,1.0,1.0,A-,184,0.005405405405405406,41.15823125451335,0.596659998068839,0.4779730362908213,red
"2/22 - 2/26, 2025@@23798",The Bullfinch Group,"1,200 A@@1200",0.0,47.0,47.0,0.0,1200.0,A,2025-02-26,,,,,,0.0,47.0,47.0,0.0,1.0,1.0,,184,0.005405405405405406,34.64101615137755,0.5572847723236978,0.44643028788309197,green
"2/20 - 2/26, 2025@@23798",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,49.0,1.0,1500.0,LV,2025-02-26,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,48.325,2.3499999999999943,3.0,1.0,B,184,0.005405405405405406,38.72983346207417,0.5819882848043362,1.0482080891719179,green
"2/21 - 2/25, 2025@@23797",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,48.0,2.0,1500.0,LV,2025-02-25,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,47.325,3.3499999999999943,3.0,1.0,B,185,0.005376344086021506,38.72983346207417,0.5819882848043362,1.0482047065024334,green
"2/24 - 2/25, 2025@@23797",JL Partners,"1,001 RV@@1001",0.0,45.0,39.0,6.0,1001.0,RV,2025-02-25,B/C@@8,0.19791092,D+0.39@@0.39106345,10.0,D+,0.39,44.805,39.195,5.609999999999999,2.0,1.0,B/C,185,0.005376344086021506,31.63858403911275,0.5391449011772008,0.7014680972305516,green
"2/23 - 2/25, 2025@@23797",YouGov,"1,604 A@@1604",0.0,48.0,45.0,3.0,1604.0,A,2025-02-25,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,47.455,45.545,1.9099999999999966,1.0,1.0,B,185,0.005376344086021506,40.049968789001575,0.5899641802887267,0.47260571431731335,green
"2/19 - 2/25, 2025@@23797",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,48.0,2.0,1500.0,LV,2025-02-25,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,47.325,3.3499999999999943,3.0,1.0,B,185,0.005376344086021506,38.72983346207417,0.5819882848043362,1.0482047065024334,green
"2/21 - 2/24, 2025@@23796",Morning Consult,"2,225 RV@@2225",0.0,50.0,47.0,3.0,2225.0,RV,2025-02-24,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,48.315,48.685,-0.37000000000000455,2.0,1.0,B-,186,0.0053475935828877,47.16990566028302,0.6329808856086061,0.8235521361955821,green
"2/19 - 2/24, 2025@@23796",YouGov,"1,645 A@@1645",0.0,47.0,42.0,5.0,1645.0,A,2025-02-24,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,46.455,42.545,3.9099999999999966,1.0,1.0,B,186,0.0053475935828877,40.55859958134649,0.5930371880002374,0.47506401477238275,green
"2/20 - 2/24, 2025@@23796",Global Strategy Group/GBAO Navigator Research,"1,000 RV@@1000",0.0,48.0,49.0,-1.0,1000.0,RV,2025-02-24,B/C@@8,0.80498767,D+0.82@@0.82390642,4.0,D+,0.82,47.59,49.41,-1.8199999999999932,2.0,1.0,B/C,186,0.0053475935828877,31.622776601683793,0.5390493969768073,0.701340739489076,red
"2/18 - 2/24, 2025@@23796",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,48.0,3.0,1500.0,LV,2025-02-24,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,47.325,4.349999999999994,3.0,1.0,B,186,0.0053475935828877,38.72983346207417,0.5819882848043362,1.048201360011232,green
"2/21 - 2/23, 2025@@23795",Ipsos,"1,029 A@@1029",0.0,44.0,50.0,-6.0,1029.0,A,2025-02-23,B-@@7,0.44289753,D+1.89@@1.8925899,116.0,D+,1.89,43.055,50.945,-7.890000000000001,1.0,1.0,B-,187,0.005319148936170213,32.07802986469088,0.5417999122994475,0.434016312724983,red
"2/17 - 2/21, 2025@@23793",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,48.0,2.0,1500.0,LV,2025-02-21,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,47.325,3.3499999999999943,3.0,1.0,B,189,0.005263157894736842,38.72983346207417,0.5819882848043362,1.0481915318949677,green
"2/18 - 2/21, 2025@@23793",RMG Research,"3,000 RV@@3000",0.0,53.0,44.0,9.0,3000.0,RV,2025-02-21,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,51.375,45.625,5.75,2.0,1.0,B,189,0.005263157894736842,54.772255750516614,0.6789121992539866,0.88330050345045,green
"2/17 - 2/20, 2025@@23792",American Research Group,"1,100 A@@1100",0.0,43.0,51.0,-8.0,1100.0,A,2025-02-20,C+@@9,0.8181411,D+0.07@@0.069949053,280.0,D+,0.07,42.965,51.035,-8.069999999999993,1.0,1.0,C+,190,0.005235602094240838,33.166247903554,0.5483746271526603,0.43927391599139803,red
"2/18 - 2/20, 2025@@23792",YouGov,"1,137 A@@1137",0.0,48.0,44.0,4.0,1137.0,A,2025-02-20,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,47.455,44.545,2.9099999999999966,1.0,1.0,B,190,0.005235602094240838,33.71943060017473,0.5517168052476056,0.4419511581302809,green
"2/18 - 2/20, 2025@@23792",Echelon Insights,"1,006 LV@@1006",0.0,48.0,49.0,-1.0,1006.0,LV,2025-02-20,B+@@5,-0.21667188,R+0.11@@-0.10818018,18.0,R+,-0.11,48.055,48.945,-0.8900000000000006,3.0,1.0,B+,190,0.005235602094240838,31.71750305430741,0.5396217082166644,0.9718841236991235,red
"2/19 - 2/20, 2025@@23792",Harris Insights  Analytics,"2,443 RV@@2443",0.0,52.0,43.0,9.0,2443.0,RV,2025-02-20,B@@6,0.16244708,R+1.05@@-1.0490152,193.0,R+,-1.05,52.525,42.475,10.049999999999997,2.0,1.0,B,190,0.005235602094240838,49.42671342502959,0.6466158989991457,0.8412777534098834,green
"2/14 - 2/20, 2025@@23792",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,47.0,4.0,1500.0,LV,2025-02-20,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,46.325,5.349999999999994,3.0,1.0,B,190,0.005235602094240838,38.72983346207417,0.5819882848043362,1.0481883244643542,green
"2/13 - 2/19, 2025@@23791",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,47.0,5.0,1500.0,LV,2025-02-19,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,46.325,6.349999999999994,3.0,1.0,B,191,0.005208333333333333,38.72983346207417,0.5819882848043362,1.0481851504444764,green
"2/17 - 2/19, 2025@@23791",OnMessage Inc,"1,000 LV@@1000",0.0,50.0,49.0,1.0,1000.0,LV,2025-02-19,A@@2,-0.60024923,R+1.23@@-1.2251532,32.0,R+,-1.23,50.615,48.385,2.230000000000004,3.0,1.0,A,191,0.005208333333333333,31.622776601683793,0.5390493969768073,0.9708504243467707,green
"2/12 - 2/18, 2025@@23790",Rasmussen Reports,"1,500 LV@@1500",0.0,53.0,45.0,8.0,1500.0,LV,2025-02-18,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,53.675,44.325,9.349999999999994,3.0,1.0,B,192,0.0051813471502590676,38.72983346207417,0.5819882848043362,1.0481820093159961,green
"2/16 - 2/18, 2025@@23790",YouGov,"1,603 A@@1603",0.0,50.0,45.0,5.0,1603.0,A,2025-02-18,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,49.455,45.545,3.9099999999999966,1.0,1.0,B,192,0.0051813471502590676,40.0374824383352,0.5898887411834584,0.4725222766163869,green
"2/13 - 2/18, 2025@@23790",Ipsos,"2,601 A@@2601",0.0,45.0,53.0,-8.0,2601.0,A,2025-02-18,B-@@7,0.44289753,D+1.89@@1.8925899,116.0,D+,1.89,44.055,53.945,-9.89,1.0,1.0,B-,192,0.0051813471502590676,51.0,0.6561212648756614,0.5255769303097267,red
"2/11 - 2/18, 2025@@23790",McLaughlin  Associates,"1,000 LV@@1000",0.0,51.0,46.0,5.0,1000.0,LV,2025-02-18,C/D@@12,1.4121989,R+1.70@@-1.6967322,29.0,R+,-1.7,51.85,45.15,6.700000000000003,3.0,1.0,C/D,192,0.0051813471502590676,31.622776601683793,0.5390493969768073,0.9708475149696282,green
"2/13 - 2/18, 2025@@23790",Ipsos,"4,145 A@@4145",0.0,44.0,51.0,-7.0,4145.0,A,2025-02-18,B-@@7,0.44289753,D+1.89@@1.8925899,116.0,D+,1.89,43.055,51.945,-8.89,1.0,1.0,B-,192,0.0051813471502590676,64.38167441127949,0.7369696705909468,0.5903394356132662,red
"2/14 - 2/18, 2025@@23790",YouGov,"1,135 A@@1135",0.0,46.0,46.0,0.0,1135.0,A,2025-02-18,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,45.455,46.545,-1.0900000000000034,1.0,1.0,B,192,0.0051813471502590676,33.689761055846034,0.5515375500002015,0.44180158150275217,green
"2/11 - 2/17, 2025@@23789",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,46.0,6.0,1500.0,LV,2025-02-17,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,45.325,7.349999999999994,3.0,1.0,B,193,0.005154639175257732,38.72983346207417,0.5819882848043362,1.0481789005702837,green
"2/15 - 2/17, 2025@@23789",Emerson College,"1,000 RV@@1000",0.0,47.8,42.2,5.599998,1000.0,RV,2025-02-17,A-@@3,-0.56915331,D+0.65@@0.64701432,317.0,D+,0.65,47.474999999999994,42.525000000000006,4.949999999999989,2.0,1.0,A-,193,0.005154639175257732,31.622776601683793,0.5390493969768073,0.7013199370976607,green
"2/15 - 2/17, 2025@@23789",co/efficient,"2,063 LV@@2063",0.0,48.0,48.0,0.0,2063.0,LV,2025-02-17,B+@@5,-0.2090032,R+2.23@@-2.2305386,22.0,R+,-2.23,49.115,46.885,2.230000000000004,3.0,1.0,B+,193,0.005154639175257732,45.42025979670306,0.622410005292048,1.0525520901316683,green
"2/13 - 2/17, 2025@@23789",SSRS,"1,206 A@@1206",0.0,47.0,52.0,-5.0,1206.0,A,2025-02-17,C@@10,0.96683478,D+2.78@@2.7767856,47.0,D+,2.78,45.61,53.39,-7.780000000000001,1.0,1.0,C,193,0.005154639175257732,34.72751070837067,0.5578073487084625,0.44682093808914985,red
"2/16 - 2/17, 2025@@23789",Blueprint Polling,"1,383 RV@@1383",0.0,47.0,48.0,-1.0,1383.0,RV,2025-02-17,B/C@@8,0.32879567,R+0.52@@-0.52181453,8.0,R+,-0.52,47.26,47.74,-0.480000000000004,2.0,1.0,B/C,193,0.005154639175257732,37.1887079635741,0.5726772273289069,0.7450707844217325,red
"2/13 - 2/17, 2025@@23789",Quinnipiac University,"1,039 RV@@1039",0.0,45.0,49.0,-4.0,1039.0,RV,2025-02-17,B+@@5,-0.29048395,D+0.62@@0.61745471,228.0,D+,0.62,44.69,49.31,-4.6200000000000045,2.0,1.0,B+,193,0.005154639175257732,32.2335229225724,0.5427393586977934,0.7061206914191911,red
"2/3 - 2/16, 2025@@23788",Gallup,"1,004 A@@1004",0.0,45.0,51.0,-6.0,1004.0,A,2025-02-16,B+@@5,-0.096810378,R+0.57@@-0.56518364,84.0,R+,-0.57,45.285,50.715,-5.430000000000007,1.0,1.0,B+,194,0.005128205128205128,31.68595903550972,0.539431127908755,0.4320981650222951,red
"2/14 - 2/16, 2025@@23788",Morning Consult,"2,217 RV@@2217",0.0,50.0,47.0,3.0,2217.0,RV,2025-02-16,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,48.315,48.685,-0.37000000000000455,2.0,1.0,B-,194,0.005128205128205128,47.085029467974216,0.6324680869392881,0.8228571982384483,green
"2/13 - 2/16, 2025@@23788",SurveyUSA,"2,000 A@@2000",0.0,51.0,45.0,6.0,2000.0,A,2025-02-16,A@@2,-0.73243296,D+0.09@@0.085738368,871.0,D+,0.09,50.955,45.045,5.909999999999997,1.0,1.0,A,194,0.005128205128205128,44.721359549995796,0.6181874417350783,0.4951839917898423,green
"2/14 - 2/15, 2025@@23787",Harris Insights  Analytics,"1,009 RV@@1009",0.0,52.0,43.0,9.0,1009.0,RV,2025-02-15,B@@6,0.16244708,R+1.05@@-1.0490152,193.0,R+,-1.05,52.525,42.475,10.049999999999997,2.0,1.0,B,195,0.00510204081632653,31.76476034853718,0.5399072238240143,0.7024303167098146,green
"2/10 - 2/14, 2025@@23786",RMG Research,"3,000 RV@@3000",0.0,55.0,43.0,12.0,3000.0,RV,2025-02-14,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,53.375,44.625,8.75,2.0,1.0,B,196,0.005076142131979695,54.772255750516614,0.6789121992539866,0.8832751099938922,green
"2/10 - 2/14, 2025@@23786",Rasmussen Reports,"1,500 LV@@1500",0.0,53.0,45.0,8.0,1500.0,LV,2025-02-14,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,53.675,44.325,9.349999999999994,3.0,1.0,B,196,0.005076142131979695,38.72983346207417,0.5819882848043362,1.048169763698368,green
"2/10 - 2/13, 2025@@23785",Echelon Insights,"1,010 LV@@1010",0.0,52.0,46.0,6.0,1010.0,LV,2025-02-13,B+@@5,-0.21667188,R+0.11@@-0.10818018,18.0,R+,-0.11,52.055,45.945,6.109999999999999,3.0,1.0,B+,197,0.005050505050505051,31.78049716414141,0.540002301346717,0.9725495992941378,green
"2/7 - 2/13, 2025@@23785",Rasmussen Reports,"1,500 LV@@1500",0.0,54.0,44.0,10.0,1500.0,LV,2025-02-13,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,54.675,43.325,11.349999999999994,3.0,1.0,B,197,0.005050505050505051,38.72983346207417,0.5819882848043362,1.048166779602153,green
"2/6 - 2/12, 2025@@23784",Rasmussen Reports,"1,500 LV@@1500",0.0,54.0,44.0,10.0,1500.0,LV,2025-02-12,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,54.675,43.325,11.349999999999994,3.0,1.0,B,198,0.005025125628140704,38.72983346207417,0.5819882848043362,1.0481638254968548,green
"2/9 - 2/11, 2025@@23783",YouGov,"1,595 A@@1595",0.0,46.0,48.0,-2.0,1595.0,A,2025-02-11,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,45.455,48.545,-3.0900000000000034,1.0,1.0,B,199,0.005,39.93745109543172,0.5892843792518537,0.47201678778073486,red
"2/6 - 2/11, 2025@@23783",YouGov,"1,000 A@@1000",0.0,45.0,41.0,4.0,1000.0,A,2025-02-11,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,44.455,41.545,2.9099999999999966,1.0,1.0,B,199,0.005,31.622776601683793,0.5390493969768073,0.4317785669784227,green
"2/5 - 2/11, 2025@@23783",Rasmussen Reports,"1,500 LV@@1500",0.0,53.0,45.0,8.0,1500.0,LV,2025-02-11,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,53.675,44.325,9.349999999999994,3.0,1.0,B,199,0.005,38.72983346207417,0.5819882848043362,1.0481609009326094,green
"2/4 - 2/10, 2025@@23782",Rasmussen Reports,"1,500 LV@@1500",0.0,53.0,45.0,8.0,1500.0,LV,2025-02-10,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,53.675,44.325,9.349999999999994,3.0,1.0,B,200,0.004975124378109453,38.72983346207417,0.5819882848043362,1.048158005468506,green
"2/7 - 2/9, 2025@@23781",Trafalgar Group/Insider Advantage,"1,321 RV@@1321",0.0,53.9,45.3,8.600002,1321.0,RV,2025-02-09,,,,,,0.0,53.9,45.3,8.600000000000001,2.0,1.0,,201,0.0049504950495049506,36.345563690772494,0.5675831809376327,0.7384200987644054,green
"2/7 - 2/9, 2025@@23781",Morning Consult,"2,230 RV@@2230",0.0,50.0,48.0,2.0,2230.0,RV,2025-02-09,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,48.315,49.685,-1.3700000000000045,2.0,1.0,B-,201,0.0049504950495049506,47.22287581247038,0.633300916736492,0.8239182223680699,green
"2/7 - 2/9, 2025@@23781",JL Partners,"1,017 RV@@1017",0.0,46.0,40.0,6.0,1017.0,RV,2025-02-09,B/C@@8,0.19791092,D+0.39@@0.39106345,10.0,D+,0.39,45.805,40.195,5.609999999999999,2.0,1.0,B/C,201,0.0049504950495049506,31.89043743820395,0.5406665303220062,0.7034018028149664,green
"2/5 - 2/7, 2025@@23779",YouGov,"2,175 A@@2175",0.0,53.0,47.0,6.0,2175.0,A,2025-02-07,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,52.455,47.545,4.909999999999997,1.0,1.0,B,203,0.004901960784313725,46.636895265444075,0.6297605830270339,0.5044258787579281,green
"2/3 - 2/7, 2025@@23779",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,45.0,7.0,1500.0,LV,2025-02-07,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,44.325,8.349999999999994,3.0,1.0,B,203,0.004901960784313725,38.72983346207417,0.5819882848043362,1.0481494893976133,green
"1/31 - 2/6, 2025@@23778",Clarity Campaign Labs,"1,102 RV@@1102",0.0,48.0,43.0,5.0,1102.0,RV,2025-02-06,B/C@@8,0.22870669,D+1.34@@1.3394767,15.0,D+,1.34,47.33,43.67,3.6599999999999966,2.0,1.0,B/C,204,0.004878048780487805,33.19638534539566,0.5485567093084764,0.7136588993783936,green
"2/3 - 2/6, 2025@@23778",RMG Research,"3,000 RV@@3000",0.0,51.0,45.0,6.0,3000.0,RV,2025-02-06,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,49.375,46.625,2.75,2.0,1.0,B,204,0.004878048780487805,54.772255750516614,0.6789121992539866,0.8832482123953085,green
"1/31 - 2/6, 2025@@23778",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,45.0,6.0,1500.0,LV,2025-02-06,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,44.325,7.349999999999994,3.0,1.0,B,204,0.004878048780487805,38.72983346207417,0.5819882848043362,1.0481467060963947,green
"1/30 - 2/5, 2025@@23777",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,45.0,6.0,1500.0,LV,2025-02-05,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,44.325,7.349999999999994,3.0,1.0,B,205,0.0048543689320388345,38.72983346207417,0.5819882848043362,1.048143949817518,green
"1/27 - 2/5, 2025@@23777",Marquette University Law School,"1,063 A@@1063",0.0,48.0,52.0,-4.0,1063.0,A,2025-02-05,A/B@@4,-0.92026073,D+0.32@@0.31545374,17.0,D+,0.32,47.84,52.16,-4.319999999999993,1.0,1.0,A/B,205,0.0048543689320388345,32.60368077380221,0.5449757508872268,0.4365097033805458,red
"2/4 - 2/5, 2025@@23777",Cygnal,"1,500 LV@@1500",0.0,49.8,47.5,2.299999,1500.0,LV,2025-02-05,A@@2,-0.74733943,D+2.04@@2.0375624,58.0,D+,2.04,48.779999999999994,48.52,0.2599999999999909,3.0,1.0,A,205,0.0048543689320388345,38.72983346207417,0.5819882848043362,1.048143949817518,green
"1/29 - 2/4, 2025@@23776",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,45.0,6.0,1500.0,LV,2025-02-04,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,44.325,7.349999999999994,3.0,1.0,B,206,0.004830917874396135,38.72983346207417,0.5819882848043362,1.0481412201693552,green
"2/2 - 2/4, 2025@@23776",YouGov,"1,604 A@@1604",0.0,46.0,44.0,2.0,1604.0,A,2025-02-04,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,45.455,44.545,0.9099999999999966,1.0,1.0,B,206,0.004830917874396135,40.049968789001575,0.5899641802887267,0.4725413579317434,green
"1/28 - 2/3, 2025@@23775",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,45.0,7.0,1500.0,LV,2025-02-03,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,44.325,8.349999999999994,3.0,1.0,B,207,0.004807692307692308,38.72983346207417,0.5819882848043362,1.0481385167678092,green
"1/31 - 2/3, 2025@@23775",Morning Consult,"2,303 RV@@2303",0.0,49.0,47.0,2.0,2303.0,RV,2025-02-03,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,47.315,48.685,-1.3700000000000045,2.0,1.0,B-,207,0.004807692307692308,47.989582202807306,0.6379331464115925,0.8299264875912352,green
"1/30 - 2/3, 2025@@23775",Global Strategy Group/GBAO Navigator Research,"1,000 RV@@1000",0.0,49.0,47.0,2.0,1000.0,RV,2025-02-03,B/C@@8,0.80498767,D+0.82@@0.82390642,4.0,D+,0.82,48.59,47.41,1.1800000000000068,2.0,1.0,B/C,207,0.004807692307692308,31.622776601683793,0.5390493969768073,0.7012825327977118,green
"1/27 - 2/2, 2025@@23774",Pew Research Center,"5,086 A@@5086",0.0,47.0,51.0,-4.0,5086.0,A,2025-02-02,B/C@@8,0.13222975,D+0.63@@0.63138616,25.0,D+,0.63,46.685,51.315,-4.6299999999999955,1.0,1.0,B/C,208,0.004784688995215311,71.31619731870173,0.7788661556069505,0.623838250950256,red
"1/27 - 2/1, 2025@@23773",Fabrizio Lee  Associates/Impact Research,"3,000 RV@@3000",0.0,48.0,47.0,1.0,3000.0,RV,2025-02-01,B/C@@8,0.58829069,D+0.03@@0.031175993,1.0,D+,0.03,47.985,47.015,0.9699999999999989,2.0,1.0,B/C,209,0.004761904761904762,54.772255750516614,0.6789121992539866,0.8832324420770913,green
"1/27 - 1/31, 2025@@23772",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,45.0,7.0,1500.0,LV,2025-01-31,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,44.325,8.349999999999994,3.0,1.0,B,210,0.004739336492890996,38.72983346207417,0.5819882848043362,1.0481305603111268,green
